disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2020,3/10/2020,3/6/2020,self,SPCE,"Virgin Galactic Holdings, Inc.",sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016214.pdf,FALSE
2020,3/10/2020,2/20/2020,self,SPCE,"Virgin Galactic Holdings, Inc.",sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016214.pdf,FALSE
2020,3/10/2020,2/18/2020,self,SPCE,"Virgin Galactic Holdings, Inc.",sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016214.pdf,FALSE
2020,3/10/2020,2/20/2020,self,VSLR,"Vivint Solar, Inc.",sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016214.pdf,FALSE
2020,3/10/2020,2/7/2020,,CTRCF,"Centrotec Sustainable AG, Brilon Ordinary Shares",purchase,"$1,001 - $15,000",Hon. Peter Welch,VT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016171.pdf,FALSE
2020,3/10/2020,2/28/2020,,CHD,"Church & Dwight Company, Inc.",purchase,"$1,001 - $15,000",Hon. Peter Welch,VT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016171.pdf,FALSE
2020,3/10/2020,2/19/2020,,FTDR,"Frontdoor, inc.",purchase,"$1,001 - $15,000",Hon. Peter Welch,VT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016171.pdf,FALSE
2020,3/10/2020,2/27/2020,,QGEN,Qiagen N.V. Common Shares,purchase,"$1,001 - $15,000",Hon. Peter Welch,VT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016171.pdf,FALSE
2020,3/10/2020,2/13/2020,,--,SwedenCare AB,purchase,"$1,001 - $15,000",Hon. Peter Welch,VT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016171.pdf,FALSE
2020,2/16/2020,1/16/2020,self,SH,ProShares Short S&P500,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016066.pdf,FALSE
2020,2/16/2020,1/16/2020,self,SH,ProShares Short S&P500,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016067.pdf,FALSE
2021,8/17/2021,7/6/2021,,AAPL,Apple Inc,sale_full,"$100,001 - $250,000",Hon. Sara Jacobs,CA53,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019344.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,MBB,iShares TRMBD ETF,sale_full,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,IGLB,iShares TR 10+YR INVT GRACE CO,sale_full,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,IEMG,iShares Inc Core MSCI EMERGING,sale_full,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,EMXC,iShares Inc MSCI EMERGING MKT,purchase,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,IBDP,iShares TR Bonds DEC 2024 TER,purchase,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,IBTD,iShares iBonds DEC 2023 TERM T,sale_full,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,MDYG,SPDR SER TR S&P 400 MID CAP GR,purchase,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/22/2021,joint,MDYV,SPDR SER TR S&P 00 MID CAP VA,purchase,"$1,001 - $15,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/29/2021,dependent,LCGFX,William Blair Large Cap Growth,purchase,"$50,001 - $100,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2021,8/17/2021,7/29/2021,dependent,SGIIX,First Eagle Global Fund Class,sale_full,"$50,001 - $100,000","Hon. Charles J. ""Chuck"" Fleischmann",TN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218297.pdf,FALSE
2022,5/1/2022,4/11/2022,joint,--,California St GO BDS 4.25% 04/01/35,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020868.pdf,FALSE
2022,5/1/2022,4/7/2022,joint,--,Halifax County CA Indl Dev Var 12/01/41,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020868.pdf,FALSE
2021,8/3/2021,3/17/2020,,AMZN,Amazon.com Inc,sale_full,"$15,001 - $50,000",Hon. Cheri Bustos,IL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019001.pdf,FALSE
2021,8/3/2021,3/17/2020,,LHX,L3Harris Technologies Inc,sale_partial,"$15,001 - $50,000",Hon. Cheri Bustos,IL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019001.pdf,FALSE
2021,8/3/2021,3/24/2020,,MA,Mastercard Incorporated,sale_full,"$15,001 - $50,000",Hon. Cheri Bustos,IL17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019001.pdf,FALSE
2021,8/3/2021,6/30/2021,,CDK,CDK Global Inc,sale_full,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,6/26/2021,,CLX,Clorox Company,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,6/30/2021,,DUK,Duke Energy Corporation,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,7/14/2021,,DD,DuPont de Nemours Inc,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,7/14/2021,,FISV,Fiserv Inc,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,6/30/2021,,RHHBY,Roche Holdings AG Basel American Depositary Shares,sale_partial,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,7/2/2021,,RGLD,Royal Gold Inc,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,7/1/2021,,RGLD,Royal Gold Inc,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,6/30/2021,,RGLD,Royal Gold Inc,purchase,"$1,001 - $15,000",Hon. Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019173.pdf,FALSE
2021,8/3/2021,3/31/2021,self,BAC,Bank of America Corporation,sale_full,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,,FNF,FNF Group of Fidelity National Financial Inc,purchase,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,,ICE,Intercontinental Exchange Inc,purchase,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,self,ICE,Intercontinental Exchange Inc,purchase,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,self,LSXMK,Liberty Media Corporation - Series C Liberty SirusXM,purchase,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,self,FUND,Sprott Focus Trust Inc - Closed End Fund,purchase,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,,FUND,Sprott Focus Trust Inc - Closed End Fund,purchase,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,,STLA,Stellantis NV Common Shares,sale_full,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,self,STLA,Stellantis NV Common Shares,sale_full,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,1/19/2021,self,STLA,Stellantis NV Common Shares,exchange,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,1/19/2021,,STLA,Stellantis NV Common Shares,exchange,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2021,8/3/2021,3/31/2021,,WFC,Wells Fargo & Company,sale_full,"$1,001 - $15,000",Hon. August Lee Pfluger,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019227.pdf,FALSE
2020,2/2/2020,1/21/2020,self,DEACU,Diamond Eagle Acquisition Corp. - unit,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014984.pdf,FALSE
2020,2/2/2020,1/21/2020,self,DEACU,Diamond Eagle Acquisition Corp. - unit,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014985.pdf,FALSE
2020,2/2/2020,1/22/2020,self,BA,Boeing Company,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014986.pdf,FALSE
2020,3/4/2020,2/19/2020,,PG,Procter & Gamble Company,purchase,"$1,001 - $15,000",Hon. Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016163.pdf,FALSE
2020,3/4/2020,2/14/2020,--,BGFV,Big 5 Sporting Goods Corporation,purchase,"$1,001 - $15,000",Hon. Brian Mast,FL18,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016167.pdf,FALSE
2020,3/4/2020,2/14/2020,--,PSNL,"Personalis, Inc.",purchase,"$15,001 - $50,000",Hon. Brian Mast,FL18,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016167.pdf,FALSE
2020,3/4/2020,2/14/2020,--,SDC,"SmileDirectClub, Inc.",purchase,"$1,001 - $15,000",Hon. Brian Mast,FL18,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016167.pdf,FALSE
2020,3/4/2020,2/7/2020,--,UBER,"Uber Technologies, Inc.",sale_full,"$15,001 - $50,000",Hon. Brian Mast,FL18,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016167.pdf,FALSE
2022,4/7/2022,3/3/2022,joint,ASML,ASML Holding NV - New York Registry Shares,purchase,"$15,001 - $50,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf,FALSE
2022,4/7/2022,3/3/2022,joint,CME,CME Group Inc - Class A,sale_partial,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf,FALSE
2022,4/7/2022,3/31/2022,joint,EQUIX,Equinix Inc,sale_partial,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf,FALSE
2022,4/7/2022,3/3/2022,joint,PYPL,PayPal Holdings Inc,sale_full,"$50,001 - $100,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf,FALSE
2022,4/7/2022,3/8/2022,joint,NOW,ServiceNow Inc,purchase,"$1,001 - $15,000",Hon. Kathy Manning,NC06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020742.pdf,FALSE
2021,9/5/2021,8/25/2021,joint,D,Dominion Energy Inc,sale_partial,"$1,001 - $15,000",Hon. Gerald E. Connolly,VA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019428.pdf,FALSE
2021,9/5/2021,8/25/2021,,LDOS,Leidos Holdings Inc,sale_partial,"$15,001 - $50,000",Hon. Gerald E. Connolly,VA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019428.pdf,FALSE
2021,9/5/2021,8/25/2021,,SAIC,Science Applications International Corporation,sale_partial,"$1,001 - $15,000",Hon. Gerald E. Connolly,VA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019428.pdf,FALSE
2022,6/2/2022,5/9/2022,,WMT,Walmart Inc,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218930.pdf,FALSE
2022,6/2/2022,5/10/2022,,GOOGL,Alphabet Inc Class B,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218930.pdf,FALSE
2022,6/2/2022,5/18/2022,,NRG,NRG Energy,sale_full,"$15,001 - $50,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218930.pdf,FALSE
2022,2/1/2022,1/20/2022,joint,BRK.B,Berkshire Hathaway Inc,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/28/2022,joint,BRK.B,Berkshire Hathaway Inc,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/31/2022,joint,TDDXX,BLF FedFund,purchase,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/14/2022,joint,TDDXX,BLF FedFund,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/13/2022,joint,TDDXX,BLF FedFund,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/11/2022,joint,TDDXX,BLF FedFund,purchase,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/6/2022,joint,TDDXX,BLF FedFund,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/10/2022,joint,SQ,"Block Inc, Class A Common Stock",sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/20/2022,joint,--,Columbia Tenn Wtrwks Rev 5% Due 12/01/32,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/31/2022,joint,COST,Costco Wholesale Corpration,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/31/2022,joint,CYRX,CrypPort Inc,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/13/2022,joint,CYRX,CrypPort Inc,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/14/2022,joint,CRYX,CrypPort Inc,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/13/2022,joint,CVS,CVS Health Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/13/2022,joint,GH,Guardant Health Inc,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/27/2022,joint,AXHE,iShares MSCI ACWI ex US Healthcare ETF,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/27/2022,joint,AXTE,iShare MSCI ACWI ex US Telecommunication Services ETF,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/27/2022,joint,NVS,Novartis AG,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/31/2022,joint,PEP,Pepsico Inc,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/13/2022,joint,PEP,Pepisco Inc,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/20/2022,joint,PNC,PNC Financial Services Group Inc,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/10/2022,joint,TRNO,Terreno Realty Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/31/2022,joint,TRNO,Terreno Realty Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/10/2022,joint,TJX,TJX Companies Inc,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/28/2022,joint,BBH,VanEck Biotech ETF,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/27/2022,joint,VZ,Verizon Communications Inc,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2022,2/1/2022,1/14/2022,joint,--,Virginia St Pub 3% 10/01/38,purchase,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,FALSE
2020,7/7/2020,7/2/2020,joint,--,ADYEN N V ADR,purchase,"$15,001 - $50,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016905.pdf,FALSE
2020,7/7/2020,6/29/2020,joint,CXW,"CoreCivic, Inc.",sale_full,"$50,001 - $100,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016905.pdf,FALSE
2020,7/7/2020,6/30/2020,joint,STAY,"Extended Stay America, Inc. - Paired Shares",purchase,"$50,001 - $100,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016905.pdf,FALSE
2020,7/7/2020,7/1/2020,joint,STAY,"Extended Stay America, Inc. - Paired Shares",purchase,"$50,001 - $100,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016905.pdf,FALSE
2020,7/7/2020,7/1/2020,joint,ZBRA,Zebra Technologies Corporation - Class A,sale_partial,"$50,001 - $100,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016905.pdf,FALSE
2020,7/7/2020,6/2/2020,--,--,Columbia MO Sch Dist Ref-Ser B Unltd Tax 5.0%; Due 03/01/2025,purchase,"$15,001 - $50,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/1/2020,--,CMCSA,Comcast Corporation - Class A,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/17/2020,--,--,Discover Finl Svs Var Rt Perp Mat dtd 06/22/2020,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/5/2020,--,HON,Honeywell International Inc.,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/8/2020,--,HON,Honeywell International Inc.,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/8/2020,--,PHG,Koninklijke Philips N.V. NY Registry Shares,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/29/2020,--,--,Met gov'T Nashville & Davidson Cnty TN Ref-Ser A Unltd Tax 5.0%; Due 07/01/2023,purchase,"$15,001 - $50,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/8/2020,--,PGR,Progressive Corporation,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/1/2020,--,DGX,Quest Diagnostics Incorporated,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/2/2020,--,SNE,Sony Corporation,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016896.pdf,FALSE
2020,7/7/2020,6/22/2020,--,MSI,"Motorola Solutions, Inc.",purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016902.pdf,FALSE
2020,7/7/2020,6/22/2020,--,PNC,"PNC Financial Services Group, Inc.",sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016902.pdf,FALSE
2020,5/2/2020,4/17/2020,self,DEACU,Diamond Eagle Acquisition Corp. - unit,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,FALSE
2020,5/2/2020,4/20/2020,self,DEACU,Diamond Eagle Acquisition Corp. - unit,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,FALSE
2020,5/2/2020,4/21/2020,self,DEACU,Diamond Eagle Acquisition Corp. - unit,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,FALSE
2020,5/2/2020,4/17/2020,self,SH,ProShares Short S&P500,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,FALSE
2020,5/2/2020,4/17/2020,self,BX,The Blackstone Group Inc. Class A,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016522.pdf,FALSE
