transaction_date,ticker,asset_description,type,amount,name,disclosure_date,chamber,first_name,last_name,party,birthday,gender,represents
2018-05-07,CB,Chubb Limited,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-07,HD,"The Home Depot, Inc.",purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-07,MCD,McDonald's Corporation,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-24,F,Ford Motor Company,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-24,ETN,Eaton Corporation plc,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-24,BUD,Anheuser-Busch InBev SA/NV,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-24,ADI,"Analog Devices, Inc.",purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-24,IBM,International Business Machines Corporation,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-07,TSLA,"Tesla, Inc.",purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-07,MGA,Magna International Inc.,sale_full,50000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
2018-05-01,MSCI,Kraneshares Bosera MSCI China A,purchase,15000,Thomas R Carper,2018-06-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
2018-05-01,CVS,CVS Health,purchase,15000,Thomas R Carper,2018-06-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
2018-05-23,T,AT&amp;T Inc.,sale_partial,100000,John Hoeven,2018-06-04,senate,John,Hoeven,Republican,1957-03-13,M,ND
2018-05-23,GIS,"General Mills, Inc.",sale_partial,100000,John Hoeven,2018-06-04,senate,John,Hoeven,Republican,1957-03-13,M,ND
2018-05-31,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-29,BAC,Bank of America Corporation,sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-29,UHAL,AMERCO,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-25,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-24,DIS,The Walt Disney Company,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-23,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-23,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-22,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-22,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-22,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-22,PEP,"PepsiCo, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-21,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-17,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-17,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-16,PEP,"PepsiCo, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-15,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-10,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-10,GLW,Corning Incorporated,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-08,FOXA,"Twenty-First Century Fox, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-08,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-08,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-07,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-04,FOXA,"Twenty-First Century Fox, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-04,TWX,Time Warner Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-04,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-04,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-02,FEYE,"FireEye, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-01,FEYE,"FireEye, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-01,FEYE,"FireEye, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-01,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
2018-05-15,BAC,Bank of America Corporation,purchase,15000,Pat Roberts,2018-06-04,senate,Pat,Roberts,Republican,1935-01-30,M,SD
2018-04-23,GILD,"Gilead Sciences, Inc.",sale_partial,15000,Angus S King,2018-05-22,senate,Angus,King,Independent,1944-03-31,M,ME
2017-08-31,FE,FirstEnergy Corp.,sale_partial,15000,Robert P Casey,2018-05-15,senate,Robert,Casey,Democrat,1960-04-13,M,PA
2018-04-23,VFC,V.F. Corporation,sale_full,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,UPS,"United Parcel Service, Inc.",purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,SBUX,Starbucks Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,PG,The Procter Gamble Company,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,MSFT,Microsoft Corporation,sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,MDT,Medtronic plc,sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,LOW,"Lowe's Companies, Inc.",sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,IBM,International Business Machines Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,GWW,"W.W. Grainger, Inc.",sale_full,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-25,XOM,Exxon Mobil Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,EMR,Emerson Electric Co.,sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,CMCSA,Comcast Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,CSCO,"Cisco Systems, Inc.",sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,CVS,CVS Health Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,BLK,"BlackRock, Inc.",sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-04-23,AFL,Aflac Incorporated,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
2018-03-05,WFC,Wells Fargo Company,purchase,15000,A. Mitchell Mcconnell,2018-05-15,senate,Mitchell,McConnell,Republican,1942-02-20,M,KY
2017-12-05,WFC,Wells Fargo Company,purchase,15000,A. Mitchell Mcconnell,2018-05-15,senate,Mitchell,McConnell,Republican,1942-02-20,M,KY
2017-09-07,WFC,Wells Fargo Company,purchase,15000,A. Mitchell Mcconnell,2018-05-15,senate,Mitchell,McConnell,Republican,1942-02-20,M,KY
2018-04-30,REVB,Revere Bank,sale_partial,15000,Patrick J Toomey,2018-05-15,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
2018-04-23,BOX,"Box, Inc.",purchase,15000,Patrick J Toomey,2018-05-15,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
2018-04-24,WEC,"WEC Energy Group, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,WMT,Walmart Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,VFC,V.F. Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,UTX,United Technologies Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,USB,U.S. Bancorp,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,MMM,3M Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,TGT,Target Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,SYY,Sysco Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,QCOM,QUALCOMM Incorporated,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,PG,The Procter Gamble Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,PX,"Praxair, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,PII,Polaris Industries Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,PSX,Phillips 66,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,PEP,"PepsiCo, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,PAYX,"Paychex, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,NVS,Novartis AG,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,NSC,Norfolk Southern Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,NKE,"NIKE, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,NEE,"NextEra Energy, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,JPM,JPMorgan Chase Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,MSFT,Microsoft Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,MDT,Medtronic plc,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,MCD,McDonald's Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,LOW,"Lowe's Companies, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,JNJ,Johnson Johnson,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,IBM.MX,International Business Machines Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,ITW,Illinois Tool Works Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,HRS,Harris Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,GIS,"General Mills, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,GD,General Dynamics Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,FDS,FactSet Research Systems Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,XOM,Exxon Mobil Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,ES,Eversource Energy,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,EMR,Emerson Electric Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,EV,Eaton Vance Corp.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CL,Colgate-Palmolive Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CLX,The Clorox Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CSCO,"Cisco Systems, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CB,Chubb Limited,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CVX,Chevron Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,BLK,"BlackRock, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,BDX,"Becton, Dickinson and Company",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,ADP,"Automatic Data Processing, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,ADI,"Analog Devices, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,AMGN,Amgen Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,APD,"Air Products and Chemicals, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,ACN,Accenture plc,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,ABT,Abbott Laboratories,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,T,AT&amp;T Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,AFL,Aflac Incorporated,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,VGK,Vanguard FTSE Europe,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,UBSI,"United Bankshares, Inc.",sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,NSRGY,Nestlé S.A.,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,MS,Morgan Stanley,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,LULU,Lululemon Athletica Inc.,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,IYE,iShares US Energy,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,KHC,The Kraft Heinz Company,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,RHHBY,Roche Holding AG,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CLB,Core Laboratories N.V.,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CHK,Chesapeake Energy Corporation,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,CME,CME Group Inc.,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,BRK-B,Berkshire Hathaway Inc.,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-24,AL,Air Lease Corporation,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,WEC,"WEC Energy Group, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,WMT,Walmart Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,VFC,V.F. Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,UTX,United Technologies Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,USB,U.S. Bancorp,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,MMM,3M Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,SYY,Sysco Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,PX,"Praxair, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,PII,Polaris Industries Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,PSX,Phillips 66,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,PEP,"PepsiCo, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,PAYX,"Paychex, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,NSC,Norfolk Southern Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,NEE,"NextEra Energy, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,JPM,JPMorgan Chase Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,MSFT,Microsoft Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,MDT,Medtronic plc,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-06,MCD,McDonald's Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,LOW,"Lowe's Companies, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,JNJ,Johnson Johnson,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,ITW,Illinois Tool Works Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,HRS,Harris Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,GD,General Dynamics Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,ES,Eversource Energy,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,EMR,Emerson Electric Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,CL,Colgate-Palmolive Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,CLX,The Clorox Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,CSCO,"Cisco Systems, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,CB,Chubb Limited,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,CVX,Chevron Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,BLK,"BlackRock, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,BDX,"Becton, Dickinson and Company",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,ADP,"Automatic Data Processing, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,ADI,"Analog Devices, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,AMGN,Amgen Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-04,APD,"Air Products and Chemicals, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,ACN,Accenture plc,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,ABT,Abbott Laboratories,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,T,AT&amp;T Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,AFL,Aflac Incorporated,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-05,UBSI,"United Bankshares, Inc.",sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-04-04,MDLZ,"Mondelez International, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
2018-05-03,V,Visa Inc.,sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,UNH,UnitedHealth Group Incorporated,sale_partial,100000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,CRM,"salesforce.com, inc.",sale_partial,15000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,PEP,"PepsiCo, Inc.",sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,MSFT,Microsoft Corporation,sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,LH,Laboratory Corporation of America Holdings,sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,XOM,Exxon Mobil Corporation,sale_full,100000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,DFS,Discover Financial Services,sale_full,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,DAL,"Delta Air Lines, Inc.",sale_partial,15000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,CLR,"Continental Resources, Inc.",sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,COHR,"Coherent, Inc.",sale_full,100000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,C,Citigroup Inc.,sale_partial,15000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,KMX,"CarMax, Inc.",sale_partial,15000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,BAM,Brookfield Asset Management Inc.,sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,BLK,"BlackRock, Inc.",sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
2018-05-03,GOOGL,Alphabet Inc.,sale_partial,50000,James M Inhofe,2018-05-14,senate,James,Inhofe,Republican,1934-11-17,M,OK
